"From 'Tab' To 'a'","From 'a' To 'k'","From 'k' To 's'","From 's' To 'l'","From 'l' To 'j'","From 'j' To 'd'","From 'd' To 'l'","From 'l' To 'k'","From 'k' To 'j'","From 'j' To 'f'","From 'f' To 's'","From 's' To 'd'","From 'd' To 't'","From 't' To 'h'","From 'h' To 'i'","From 'i' To 's'","From 's' To ' '","From ' ' To 'a'","From 'a' To 'o'","From 'o' To 's'","From 'd' To 'k'","From 'k' To 'f'","From 'f' To 'a'","From 'a' To 's'","From 'f' To ' '","From ' ' To 'd'","From 'f' To 'w'","From 'w' To 'k'","From 'k' To ' '","From ' ' To 'f'","From 'f' To 'k'","From 'k' To 'd'","From 'd' To 'j'","From 'l' To 'f'","From 's' To 's'","From 'l' To 'd'","From 'd' To 'f'","From 'a' To ';'","From ';' To 's'","From 'f' To 'j'","From 'j' To 'a'","From 'k' To 'l'","From 'f' To 'l'","From 'k' To ';'","From ';' To 'd'","From 'j' To 'k'","From 'l' To 'a'","From 'd' To 'd'","From 'f' To ';'","From ';' To 'a'","From 's' To 'i'","From 'i' To 'w'","From 'w' To 'e'","From 'e' To 'g'","From 'g' To 'h'","From 'h' To 'e'","From 'e' To 'f'","From 'f' To 'n'","From 'n' To 'd'","From 'd' To 'n'","From 'n' To 'v'","From 'v' To 'f'","From 'd' To 'v'","From 'v' To 'n'","From 'n' To 'u'","From 'u' To 'i'","From 'i' To 'n'","From 'n' To 'j'","From 'j' To 'n'","From 'u' To 'f'","From 'w' To 'n'","From 'n' To 'e'","From 'e' To 'u'","From 'n' To 'q'","From 'q' To 'w'","From 'u' To 'n'","From 'n' To 'f'","From 'w' To 'q'","From 'q' To 'e'","From 'w' To 'i'","From 'i' To 'u'","From 'i' To 'q'","From 'u' To 'o'","From 'o' To 'n'","From 'f' To 'i'","From 'i' To 'd'","From 'd' To 's'","From 's' To 'n'","From 's' To 'a'","From 'a' To 'j'","From 'a' To 'd'","From 'd' To 'h'","From 'h' To 'j'","From 'f' To 'h'","From 'h' To 'a'"
433,-42,106,28,51,17,68,12,67,187,0,24,495,4919,-4724,134,31,231,-21,46,12,63,-57,35,-87,136,39,16,204,53,-19,12,93,210,57,-26,253,45,-87,-437,70,1,-97,24,64,-22,59,76,-363,-78,111,106,-43,115,3160,-3045,171,-18,134,75,24,524,82,-19,91,11,100,104,97,63,12,-23,-32,45,10,123,136,-9,47,11,-18,-69,64,8,-75,92,-19,47,-31,149,12,37,-13,22,-65
