"From 'Tab' To 'j'","From 'j' To 'k'","From 'k' To 'l'","From 'l' To 's'","From 's' To 'f'","From 'f' To 'd'","From 'd' To 'j'","From 'j' To ';'","From ';' To 'a'","From 'a' To 's'","From 's' To 'k'","From 'l' To 'f'","From 'j' To 'a'","From 'a' To 'k'","From 's' To 'd'","From 'd' To 't'","From 't' To 'h'","From 'h' To 'k'","From 'k' To 'f'","From 'd' To 's'","From 's' To 'j'","From 'l' To ';'","From ';' To 's'","From 'f' To 'a'","From 'a' To 'd'","From 'j' To 'p'","From 'p' To 'o'","From 'o' To 'o'","From 'o' To 'f'","From 'd' To 'm'","From 'm' To 'o'","From 'o' To 'n'","From 'n' To 'a'","From 'a' To 'v'","From 'v' To 's'","From 'd' To 'o'","From 'o' To 'i'","From 'i' To 'n'","From 'n' To 'f'","From 'f' To 's'","From 'd' To 'i'","From 'i' To 'o'","From 'o' To 'p'","From 'p' To 'n'","From 'd' To 'p'","From 'p' To 's'","From 's' To 'n'","From 's' To 'o'","From 'o' To 'a'","From 'a' To 'n'","From 'n' To 's'","From 'd' To 'f'","From 'f' To 'o'","From 'n' To 'o'","From 'd' To 'n'","From 'a' To 'f'","From 'o' To 'j'","From 'j' To 'n'","From 'n' To 'k'","From 'k' To 'a'","From 'a' To 'l'","From 'f' To 'j'","From 'k' To 'j'","From 'f' To ';'","From 'k' To ';'","From 'a' To 'j'","From 'j' To 's'","From 'k' To 'd'","From 'k' To 's'","From 's' To 'a'","From ';' To 'k'","From 'j' To 'd'","From 'd' To 'k'","From 'j' To 'l'","From 'd' To 'a'","From 'j' To 'f'","From 'd' To 'l'"
552,148,52,165,150,182,192,149,556,315,82,247,180,84,172,134,148,230,157,163,112,36,158,378,237,273,65,239,148,88,147,220,252,94,115,93,109,188,89,156,171,89,117,203,137,105,120,174,169,89,207,99,83,185,137,156,215,98,177,250,51,184,268,102,51,128,148,129,215,125,90,353,82,124,127,230,79
