"From 'Tab' To 'a'","From 'a' To 'k'","From 'k' To 's'","From 's' To 'l'","From 'l' To 'j'","From 'j' To 'd'","From 'd' To 'l'","From 'l' To 'k'","From 'k' To 'j'","From 'j' To 'f'","From 'f' To 's'","From 's' To 'd'","From 'd' To 't'","From 't' To 'h'","From 'h' To 'i'","From 'i' To 's'","From 's' To ' '","From ' ' To 'a'","From 'a' To 'o'","From 'o' To 's'","From 'd' To 'k'","From 'k' To 'f'","From 'f' To 'a'","From 'a' To 's'","From 'f' To ' '","From ' ' To 'd'","From 'f' To 'w'","From 'w' To 'k'","From 'k' To ' '","From ' ' To 'f'","From 'f' To 'k'","From 'k' To 'd'","From 'd' To 'j'","From 'l' To 'f'","From 's' To 's'","From 'l' To 'd'","From 'd' To 'f'","From 'a' To ';'","From ';' To 's'","From 'f' To 'j'","From 'j' To 'a'","From 'k' To 'l'","From 'f' To 'l'","From 'k' To ';'","From ';' To 'd'","From 'j' To 'k'","From 'l' To 'a'","From 'd' To 'd'","From 'f' To ';'","From ';' To 'a'","From 's' To 'i'","From 'i' To 'w'","From 'w' To 'e'","From 'e' To 'g'","From 'g' To 'h'","From 'h' To 'e'","From 'e' To 'f'","From 'f' To 'n'","From 'n' To 'd'","From 'd' To 'n'","From 'n' To 'v'","From 'v' To 'f'","From 'd' To 'v'","From 'v' To 'n'","From 'n' To 'u'","From 'u' To 'i'","From 'i' To 'n'","From 'n' To 'j'","From 'j' To 'n'","From 'u' To 'f'","From 'w' To 'n'","From 'n' To 'e'","From 'e' To 'u'","From 'n' To 'q'","From 'q' To 'w'","From 'u' To 'n'","From 'n' To 'f'","From 'w' To 'q'","From 'q' To 'e'","From 'w' To 'i'","From 'i' To 'u'","From 'i' To 'q'","From 'u' To 'o'","From 'o' To 'n'","From 'f' To 'i'","From 'i' To 'd'","From 'd' To 's'","From 's' To 'n'","From 's' To 'a'","From 'a' To 'j'","From 'a' To 'd'","From 'd' To 'h'","From 'h' To 'j'","From 'f' To 'h'","From 'h' To 'a'"
533,104,194,109,113,63,88,58,99,206,118,98,525,5026,163,234,150,314,191,149,85,104,141,96,150,266,149,147,333,187,159,93,144,335,75,36,328,135,25,142,154,74,106,68,120,63,121,89,238,128,153,129,49,155,3235,115,206,93,202,142,83,592,124,55,175,80,150,181,154,122,69,31,51,113,113,143,207,81,94,150,36,59,104,101,20,106,52,86,65,220,50,125,88,159,77
