"From 'Tab' To 'j'","From 'j' To 'k'","From 'k' To 'l'","From 'l' To 's'","From 's' To 'f'","From 'f' To 'd'","From 'd' To 'j'","From 'j' To ';'","From ';' To 'a'","From 'a' To 's'","From 's' To 'k'","From 'l' To 'f'","From 'j' To 'a'","From 'a' To 'k'","From 's' To 'd'","From 'd' To 't'","From 't' To 'h'","From 'h' To 'k'","From 'k' To 'f'","From 'd' To 's'","From 's' To 'j'","From 'l' To ';'","From ';' To 's'","From 'f' To 'a'","From 'a' To 'd'","From 'j' To 'p'","From 'p' To 'o'","From 'o' To 'o'","From 'o' To 'f'","From 'd' To 'm'","From 'm' To 'o'","From 'o' To 'n'","From 'n' To 'a'","From 'a' To 'v'","From 'v' To 's'","From 'd' To 'o'","From 'o' To 'i'","From 'i' To 'n'","From 'n' To 'f'","From 'f' To 's'","From 'd' To 'i'","From 'i' To 'o'","From 'o' To 'p'","From 'p' To 'n'","From 'd' To 'p'","From 'p' To 's'","From 's' To 'n'","From 's' To 'o'","From 'o' To 'a'","From 'a' To 'n'","From 'n' To 's'","From 'd' To 'f'","From 'f' To 'o'","From 'n' To 'o'","From 'd' To 'n'","From 'a' To 'f'","From 'o' To 'j'","From 'j' To 'n'","From 'n' To 'k'","From 'k' To 'a'","From 'a' To 'l'","From 'f' To 'j'","From 'k' To 'j'","From 'f' To ';'","From 'k' To ';'","From 'a' To 'j'","From 'j' To 's'","From 'k' To 'd'","From 'k' To 's'","From 's' To 'a'","From ';' To 'k'","From 'j' To 'd'","From 'd' To 'k'","From 'j' To 'l'","From 'd' To 'a'","From 'j' To 'f'","From 'd' To 'l'"
269,-138,-29,-23,-174,-127,-186,-116,104,-319,-141,75,-88,-506,-138,-202,-47,87,34,-137,-286,-49,-62,-45,-103,-2700,-254,113,-33,-127,8,19,11,-337,-72,-113,-68,9,-62,-62,-149,-105,-86,27,-117,-13,27,-96,-69,-185,-44,-184,-69,38,-346,-196,32,-429,45,10,-180,-84,91,-104,-61,-406,-97,-55,-57,-126,-63,-100,-184,-101,-149,-11,-337
